temperature,vibration,pressure,rpm,failure
69.31011854869104,4.828720322607493,78.1531366733941,2083.679434068545,0.0
64.0172563772616,4.61673577565959,81.06887464933894,2108.846961173329,0.0
62.76079005548154,1.8955038713363919,80.78408894011342,1828.7727162638598,0.0
50.509139717148784,2.2241237158544296,82.02423825105151,1840.6958385905987,0.0
52.933308959268594,3.883375804373441,87.71424030836052,1830.0264889094392,0.0
59.54487754698758,2.2195320120957813,59.032428499929715,1516.9957250541806,0.0
46.799228122626985,2.379372660731276,92.77571611560181,1868.046146858484,0.0
74.71134409834741,5.356075781884794,137.58716524934826,2566.5426288866643,1.0
62.69235132886258,3.43012929438191,108.53884692470906,1957.5617861329977,0.0
62.25264117247549,4.43845623816264,84.10645910740776,2100.649094645066,0.0
59.826319924909015,3.4823299698227816,98.99169152645047,2158.8492657342345,0.0
60.85513329639599,3.8022427532675196,87.15306147690211,2081.1494023761825,0.0
72.07026513427685,2.545164336854491,124.61348227604557,1874.5587200519394,0.0
67.50469861935095,2.2791752871037163,90.75607067176047,1607.297414851305,0.0
49.010837452718064,3.7980481544675637,84.04692780593908,2103.858429935591,0.0
55.92984108193229,3.757476910153581,101.60671864920033,1656.1356023543779,0.0
68.08036189402071,1.443233538871944,88.30847123489221,1956.4795321675667,0.0
74.5888538863247,2.6397787310998115,102.46068959928681,2429.466209751006,0.0
77.44861406623494,2.400527556355446,78.93384267701177,2050.706220799605,0.0
62.96120277064576,1.4296508684551945,94.71968661504214,1603.9059710169543,0.0
61.311121961784345,3.343098437067682,96.66203739259294,2123.7934425030876,0.0
73.82418630007153,2.1708097143362743,115.16009279557561,2077.2690859901463,0.0
37.309227270475986,2.307462510723483,101.22818707289991,2523.4393645873497,0.0
56.00100937868863,2.198558151346754,82.50329862059763,1999.315537311372,0.0
77.67928666839533,2.6372519450566316,111.44700900619749,2125.9133345019304,0.0
62.08226862153563,4.533691172507005,78.94104213557421,2121.2220866617677,0.0
69.49417401926966,8.351949067507121,133.49859295141985,2607.833827028187,1.0
58.820756204511355,3.6049389899169375,103.2356056092942,1855.3736643588688,0.0
99.15374929859775,6.283215680201689,130.78399239016014,2791.628719645457,1.0
66.74505033154821,2.291768440704481,107.21667498384774,1975.8943576220533,0.0
80.4034659890649,3.5091610428417077,107.871177177198,2292.011755175072,0.0
62.67696254358662,4.9828346349145765,116.66246967607492,2221.9103420145893,0.0
64.72984238196184,6.8250188754738605,117.94196104587243,2300.002973136249,1.0
79.01765708701544,3.3484072179286493,81.75662543986047,2350.588673702433,0.0
69.21936601285356,2.9780535879592027,109.96029982858123,2615.491937493148,0.0
64.94030186282738,2.896697216360591,92.44353386187306,2589.402532147343,0.0
48.5493208351746,2.982121107689224,86.5625580614447,2237.1218886399156,0.0
49.59965472127795,3.9024201663736418,95.53625312269776,2083.8756395052924,0.0
67.77640437975943,1.2003697385614913,79.5904529651666,1804.7284888727227,0.0
59.10664134528954,2.7911961767504803,101.66188157082415,1885.344032848826,0.0
75.1344497538915,1.858271160992805,86.33062830486841,2112.796933572021,0.0
42.737860380421104,3.7727913909009847,100.76750997094179,2606.8416274438196,0.0
85.41256428307516,7.814548698807075,148.077392840321,2713.750816552288,1.0
76.17902489943083,5.001683356190018,134.288929600148,2343.9936380832664,1.0
65.32783209322625,3.6878492438428068,100.9737358756323,1834.2804582186225,0.0
88.73473302060286,4.150266359711507,126.23729475202853,2700.6618519498056,1.0
92.46849277099953,5.927766020357144,114.10017872596762,2586.1768525494394,1.0
58.75711540517004,3.9291307848531187,99.21227470215133,1666.2994632019236,0.0
66.53368383795885,2.9514919204778622,85.26270479548165,2301.0753109475763,0.0
47.95913049828803,3.4091820168287805,100.79374933527367,2356.8329658186276,0.0
52.07745907225244,3.812033728174976,125.22017848978433,1988.2539875168457,0.0
